"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.277323979E1,-1.562394295E-3,8.167336006E-3,-2.241413176E-1,2.242955120E-1
2.278319579E1,-4.674322665E-2,-5.822224287E-2,-5.095205247E-2,9.039286727E-2
2.279315179E1,-4.984698353E-2,-2.610582618E-2,-1.660620940E-1,1.753364052E-1
2.280310879E1,-2.101361398E-3,7.031459548E-3,-1.407617766E-1,1.409529527E-1
2.281306479E1,4.132011686E-2,3.653380539E-2,-1.724922770E-1,1.810957112E-1
2.282302079E1,-9.513748772E-3,1.287558714E-2,-1.597699052E-1,1.605699685E-1
2.283297679E1,-2.635937607E-2,-1.139494423E-2,-1.614141423E-1,1.639487322E-1
2.284293271E1,-1.481894581E-2,-4.382888300E-2,-4.839389563E-2,6.695178320E-2
2.285288871E1,-7.686749697E-3,-4.131726634E-2,-1.554225004E-1,1.610042119E-1
2.286284471E1,-3.276211375E-2,-1.285177801E-2,-1.045300895E-1,1.102953485E-1
2.287280071E1,-4.122294344E-2,-2.658069318E-2,-1.256361991E-1,1.348714901E-1
2.288275771E1,-1.809347793E-2,-4.919774160E-3,-1.114198637E-1,1.129865662E-1
2.289271371E1,-2.034988191E-2,-1.723362660E-2,-7.788842082E-2,8.232691952E-2
2.290266971E1,-1.770454673E-2,-3.987141436E-2,-1.542320073E-1,1.602831642E-1
2.291262571E1,-1.658032816E-3,-1.508455558E-2,-5.528659344E-2,5.733149487E-2
2.292258171E1,1.255397201E-3,3.562715806E-2,-4.855060101E-2,6.023314097E-2
2.293253771E1,3.551379517E-3,3.397548409E-2,-5.992811322E-2,6.898061010E-2
2.294249371E1,-1.626434097E-2,3.152529974E-2,-1.015415776E-1,1.075595895E-1
2.295244971E1,-4.301906191E-4,-1.878880324E-2,-9.390920699E-2,9.577130754E-2
2.296240571E1,6.615649424E-3,-5.348497493E-2,-3.403313398E-2,6.373902705E-2
2.297236271E1,-2.785774335E-2,-2.884603243E-2,9.828000069E-3,4.128846131E-2
2.298231871E1,3.143172601E-2,-8.007231932E-3,-2.804441571E-2,4.287841434E-2
2.299227471E1,3.740242755E-2,1.437433815E-2,-1.007943034E-2,4.131776978E-2
2.300223071E1,5.277799174E-2,2.836931990E-2,-1.084219962E-1,1.238776170E-1
2.301218671E1,3.976198006E-3,2.395390464E-2,-1.425486857E-1,1.446019622E-1
2.302214271E1,-4.725043606E-3,4.777979180E-3,-1.103650260E-1,1.105694085E-1
2.303209871E1,3.590208683E-3,9.179160129E-3,-1.438941300E-1,1.442312977E-1
2.304205471E1,1.260897238E-3,2.760119677E-2,-1.588647562E-1,1.612495789E-1
2.305201171E1,-2.310611319E-2,-4.581640642E-3,-1.685951078E-1,1.702327650E-1
2.306196771E1,-1.978341462E-2,-2.285581581E-2,-1.676969755E-1,1.703996696E-1
2.307192371E1,-3.780868113E-2,-3.870703273E-2,-2.009272867E-1,2.080853318E-1
2.308187971E1,-1.017901573E-2,-2.877317978E-2,-2.094601285E-1,2.116720428E-1
2.309183571E1,6.857888605E-3,2.571459264E-3,-1.551201993E-1,1.552930110E-1
2.310179171E1,-1.201319592E-2,-7.163570076E-3,-1.087120181E-1,1.096081042E-1
2.311174771E1,-5.166378653E-2,-9.619236197E-3,-1.185903043E-1,1.297125160E-1
2.312170371E1,9.009828418E-3,2.397316391E-2,-1.319085073E-1,1.343716633E-1
2.313165971E1,1.064202385E-2,7.478954270E-4,-1.331048477E-1,1.335316910E-1
2.314161671E1,-2.461125959E-2,-1.847257851E-2,-1.010714614E-1,1.056522152E-1
2.315157271E1,-2.352627218E-2,-2.494403925E-2,-5.406861842E-2,6.402426161E-2
2.316152871E1,-3.977614129E-2,-1.142195106E-2,-1.233768350E-1,1.301324164E-1
2.317148471E1,2.626359137E-2,3.319067812E-2,-1.042178482E-1,1.124844755E-1
2.318144071E1,1.861596320E-2,3.423453402E-3,-1.375984329E-1,1.388942146E-1
2.319139671E1,-3.385497663E-2,-1.736422051E-3,-9.464127839E-2,1.005293299E-1
2.320135271E1,-2.958364042E-2,-2.429837873E-2,-5.482232451E-2,6.686621160E-2
2.321130871E1,1.298611779E-3,-1.958798971E-2,-7.742707551E-2,7.987695384E-2
2.322126471E1,-1.915628247E-2,2.359899692E-4,-1.347631180E-1,1.361180254E-1
2.323122171E1,-1.011873459E-2,-9.990790207E-3,-1.268331242E-1,1.276277637E-1
2.324117771E1,-4.611770248E-2,-9.537850264E-3,-1.078244108E-1,1.176601744E-1
2.325113371E1,-2.488275312E-2,-6.502450984E-3,-7.729083538E-2,8.145739074E-2
2.326108971E1,5.399574749E-3,-4.298534906E-2,-1.204035258E-1,1.279605591E-1
2.327104571E1,2.428450987E-2,-8.922138456E-3,-8.867185593E-2,9.236904247E-2
2.328100171E1,1.683705747E-2,3.592182118E-3,-7.415789723E-2,7.613004662E-2
2.329095771E1,-1.495933380E-2,1.717897341E-2,-1.361337054E-1,1.380263907E-1
2.330091371E1,-3.180753753E-2,2.340718998E-2,-7.805448174E-2,8.747638599E-2
2.331087071E1,-9.400239699E-3,2.914902784E-2,-1.843404901E-1,1.868674574E-1
2.332082671E1,-1.587847956E-3,-2.669226537E-2,-8.360290468E-2,8.777496204E-2
2.333078271E1,-2.151320374E-2,-6.781355862E-2,-1.138435346E-1,1.342454731E-1
2.334073871E1,-2.122915696E-2,-1.598500852E-2,-1.154936188E-1,1.185114914E-1
2.335069471E1,9.554478284E-3,1.200433373E-3,-9.498684883E-2,9.547371652E-2
2.336065071E1,2.939568898E-2,5.259552207E-3,-1.871974397E-1,1.895643712E-1
2.337060671E1,3.717210207E-2,2.695913594E-2,-1.050206709E-1,1.146206853E-1
2.338056271E1,2.166099211E-2,-1.567439346E-2,-8.406600416E-2,8.821552156E-2
2.339051871E1,4.295022922E-2,-2.336644219E-2,-7.733176589E-2,9.149270368E-2
2.340047571E1,2.399996974E-2,5.312432963E-3,-1.568199849E-1,1.587347730E-1
2.341043171E1,2.474821234E-2,2.860408561E-2,-1.773296785E-1,1.813187321E-1
2.342038771E1,-1.059148198E-2,-6.453188192E-3,-1.137131417E-1,1.143875068E-1
2.343034371E1,-1.263106389E-2,-1.381459516E-2,-8.063251913E-2,8.277674767E-2
2.344029971E1,-2.986830845E-3,-3.238304973E-2,-9.200710773E-2,9.758530085E-2
2.345025571E1,2.199930836E-2,-5.062312832E-2,-9.215738118E-2,1.074227797E-1
2.346021171E1,1.151444670E-3,-7.995519228E-3,-1.065280831E-1,1.068339208E-1
2.347016771E1,-7.804973088E-3,1.236605711E-2,-1.379632992E-1,1.387361124E-1
2.348012471E1,-3.249672325E-2,1.211128296E-2,-6.955730796E-2,7.772347964E-2
2.349008071E1,2.683870157E-2,4.209143769E-2,-1.149106514E-1,1.252855253E-1
2.350003671E1,-1.367745968E-2,-9.208377935E-3,-7.643889606E-2,7.819700735E-2
2.350999271E1,-4.400996396E-2,-3.983565498E-2,-1.268822408E-1,1.400816168E-1
2.351994871E1,-1.554908032E-2,-4.551242430E-2,-1.280832589E-1,1.368154811E-1
2.352990471E1,-2.589317026E-2,1.434270836E-2,-9.215972006E-2,9.679660919E-2
2.353986071E1,5.415088143E-3,1.337302074E-2,-1.596716720E-1,1.603221872E-1
2.354981671E1,3.006345928E-3,7.935037091E-3,-1.090780538E-1,1.094076083E-1
2.355977271E1,-4.131240584E-2,1.104643190E-2,-1.042897689E-1,1.127168773E-1
2.356972971E1,-8.899041954E-3,-1.688960932E-2,-1.141680551E-1,1.157531712E-1
2.357968571E1,-3.289917614E-3,-1.953077836E-2,-1.132722616E-1,1.149907827E-1
2.358964171E1,-1.594433382E-2,-7.955703344E-3,-1.137242514E-1,1.151117733E-1
2.359959771E1,-2.230933869E-2,-1.230959494E-2,-4.441895843E-2,5.120816915E-2
2.360955371E1,-3.223527962E-2,1.143602092E-2,-7.256102264E-2,8.021843824E-2
2.361950971E1,-6.194320992E-3,-1.782607745E-2,-1.523497885E-1,1.535141580E-1
2.362946571E1,6.669717897E-3,-2.226278024E-2,-9.472313941E-2,9.753250566E-2
2.363942171E1,1.407258527E-2,-3.081002081E-2,-1.297514695E-1,1.340997348E-1
2.364937771E1,-4.255055375E-3,3.525132827E-2,-8.154994726E-2,8.894467685E-2
2.365933471E1,4.189310744E-3,5.137204701E-2,-9.322976053E-2,1.065289904E-1
2.366929071E1,2.362622302E-2,6.089069283E-2,-9.892260969E-2,1.185392660E-1
2.367924671E1,-1.410889283E-2,-1.942189224E-4,-1.076104027E-1,1.085315500E-1
2.368920271E1,1.573303007E-3,-9.320699293E-3,-1.411430150E-1,1.414591864E-1
2.369915871E1,8.615579903E-3,-7.553232182E-3,-9.534177482E-2,9.602777494E-2
2.370911471E1,-1.743082395E-2,3.663901873E-3,-4.370267451E-2,4.719302448E-2
2.371907071E1,-8.758105785E-3,-8.666012138E-3,-7.843279660E-2,7.939463310E-2
2.372902671E1,1.181930590E-2,5.116496421E-3,-1.032805395E-1,1.040804706E-1
2.373898371E1,1.907922713E-2,3.023914983E-2,-6.809725821E-2,7.691332568E-2
2.374893971E1,1.325085048E-2,-7.694351077E-3,-1.008779186E-1,1.020350064E-1
2.375889571E1,-2.094644409E-2,-1.742676744E-2,-8.725741446E-2,9.141281158E-2
2.376885171E1,-1.827081302E-2,-6.327491328E-3,-1.390497118E-1,1.403876138E-1
2.377880771E1,7.944684997E-3,-1.833632011E-2,-1.314150023E-1,1.329256992E-1
2.378876371E1,-5.560323844E-2,-5.574315134E-3,-9.728421986E-2,1.121918560E-1
2.379871971E1,-4.171485873E-2,-2.514962370E-2,-2.070066369E-1,2.126602471E-1
2.380867571E1,-1.022347284E-2,-4.059983125E-2,-1.197381127E-1,1.268466843E-1
2.381863171E1,5.860371888E-3,-4.381844938E-2,-1.956338024E-1,2.005666600E-1
2.382858871E1,-7.547056060E-3,-2.817517407E-3,-1.447402221E-1,1.449642313E-1
2.383854471E1,-2.969418934E-2,6.591237299E-3,-1.065690136E-1,1.108248345E-1
2.384850154E1,-1.024399292E-2,1.407486934E-2,-1.550681591E-1,1.560422228E-1
2.385845754E1,3.523645442E-2,3.629622571E-2,-1.245328295E-1,1.344152125E-1
2.386841354E1,5.591911599E-3,-2.266391750E-2,-1.258806127E-1,1.280267601E-1
2.387836954E1,6.611867007E-3,-1.700733935E-2,-1.085219836E-1,1.100453875E-1
2.388832554E1,-1.130833235E-3,-1.757325847E-2,-3.966692626E-2,4.340003728E-2
2.389828154E1,1.555220492E-2,2.211983409E-2,-9.041724980E-2,9.437392224E-2
2.390823854E1,9.253712129E-3,2.089451350E-2,-8.906888187E-2,9.195367094E-2
2.391819454E1,1.994470641E-2,1.077908624E-2,-7.829012454E-2,8.150658632E-2
2.392815054E1,-1.891643699E-2,-1.993588077E-2,-8.263109744E-2,8.708139407E-2
2.393810654E1,9.121345785E-3,9.808229171E-3,-2.559969485E-2,2.889194844E-2
2.394806254E1,9.310448393E-3,-1.724842736E-2,-1.065824622E-1,1.083698018E-1
2.395801854E1,6.577459797E-3,-1.166497596E-2,-6.227810919E-2,6.370162891E-2
2.396797454E1,-3.852138363E-2,-3.698818887E-2,-8.278663337E-2,9.851725624E-2
2.397793054E1,-2.653704006E-2,-5.236108527E-3,-1.574848133E-1,1.597907937E-1
2.398788654E1,9.985929709E-3,-3.538659995E-2,-1.558405763E-1,1.601193788E-1
2.399784354E1,-6.975033917E-3,-5.607677154E-2,-1.178202260E-1,1.306708118E-1
2.400779954E1,-4.012761377E-3,-1.447898503E-2,-1.488116384E-1,1.495682017E-1
2.401775554E1,-9.235658851E-3,9.686533995E-3,-9.522541523E-2,9.616135420E-2
2.402771154E1,-7.476962563E-3,-1.405378282E-2,-1.871418911E-1,1.878177340E-1
2.403766754E1,1.337148584E-3,2.647679547E-2,-1.709778482E-1,1.730209040E-1
2.404762354E1,-2.333691375E-2,-2.679645544E-2,-1.575070328E-1,1.614655596E-1
2.405757954E1,1.262181798E-2,-2.935819371E-2,-1.627461380E-1,1.658539094E-1
2.406753554E1,-1.760878030E-2,-1.728826152E-2,-9.194454253E-2,9.519848754E-2
2.407749154E1,-1.369289998E-2,1.516510097E-2,-2.060137796E-1,2.070245232E-1
2.408744854E1,1.741538364E-3,1.196625374E-2,-1.202450663E-1,1.208515625E-1
2.409740454E1,-1.646484565E-3,8.403826643E-2,-1.287802470E-1,1.537839171E-1
2.410736054E1,4.953598475E-2,1.220239355E-1,-1.012363529E-1,1.661097642E-1
2.411731654E1,-4.130692407E-3,7.791782135E-2,-5.138591588E-2,9.342784304E-2
2.412727254E1,3.848730532E-2,6.354317257E-2,-1.045242423E-1,1.282354268E-1
2.413722854E1,4.597205199E-2,1.111388684E-1,-1.034764212E-1,1.586589027E-1
2.414718454E1,-1.144000433E-2,3.055610547E-2,-1.221863419E-1,1.264675904E-1
2.415714054E1,8.509343304E-3,3.199532451E-2,-2.638205230E-2,4.233346664E-2
2.416709654E1,-7.151967008E-3,-2.181245327E-2,-1.784628689E-2,2.907617075E-2
2.417705354E1,-2.158572748E-3,-5.103897499E-2,-2.577978909E-2,5.722092213E-2
2.418700954E1,-2.996113300E-3,-3.232903607E-2,-7.981449366E-2,8.616551901E-2
2.419696554E1,-5.399804983E-2,-4.619991068E-2,-4.852721214E-2,8.605295725E-2
2.420692154E1,-4.380200408E-2,-4.991567004E-3,-1.068993813E-1,1.156330793E-1
2.421687754E1,-1.308277957E-2,-1.408170328E-2,-7.141789198E-2,7.395923731E-2
2.422683354E1,4.737304486E-3,-5.595156804E-2,-3.204741955E-2,6.465336124E-2
2.423678954E1,-1.559927501E-2,-8.868000548E-2,-1.329417104E-1,1.605645637E-1
2.424674554E1,-4.115877025E-2,-9.904879991E-2,-8.354677141E-2,1.359587149E-1
2.425670254E1,-1.955431340E-2,-5.745760979E-2,-2.250067055E-1,2.330488482E-1
2.426665854E1,1.223319741E-2,1.838026559E-2,-1.259162807E-1,1.278373773E-1
2.427661454E1,3.109002935E-2,1.786788505E-2,-1.881943899E-1,1.915802173E-1
2.428657054E1,3.169720788E-3,1.931757426E-2,-1.781716776E-1,1.792438632E-1
2.429652654E1,-3.651889499E-2,-2.094900224E-2,-1.244328421E-1,1.313621810E-1
2.430648254E1,3.689441415E-2,-3.977586720E-3,-1.567685294E-1,1.611005612E-1
2.431643854E1,3.339271769E-2,4.347276930E-2,-1.174062431E-1,1.295730727E-1
2.432639454E1,8.436545469E-3,4.040086146E-2,-1.686021245E-1,1.735801869E-1
2.433635054E1,4.497952368E-3,3.832619626E-2,-1.362693608E-1,1.416279195E-1
2.434630754E1,-6.321954746E-3,1.697852354E-2,-8.327604532E-2,8.522404061E-2
2.435626354E1,9.123684671E-3,-4.148502661E-2,-1.281850004E-1,1.350394142E-1
2.436621954E1,6.342237275E-3,-2.113187391E-2,-6.920589030E-2,7.263769903E-2
2.437617554E1,-2.317032292E-3,1.946976632E-3,-7.579336345E-2,7.585376260E-2
2.438613154E1,-5.057019275E-3,3.126557373E-2,-9.091309369E-2,9.627201124E-2
2.439608754E1,2.349502612E-3,2.904569658E-2,-5.903173506E-2,6.583250258E-2
2.440604354E1,-2.300840987E-2,-4.020563755E-3,-1.001926249E-1,1.028791230E-1
2.441599954E1,-1.878052577E-2,-4.775506904E-2,-3.926931560E-2,6.461682378E-2
2.442595654E1,-2.127231672E-2,-7.780511627E-2,1.776442587E-2,8.259371891E-2
2.443591254E1,-3.628970241E-2,-4.011277646E-2,-5.348974407E-2,7.607318882E-2
2.444586854E1,3.442146219E-3,-2.034334034E-2,-9.782391787E-3,2.283407663E-2
2.445582454E1,4.706533514E-3,-1.696807165E-3,-3.628080368E-2,3.662413587E-2
2.446578054E1,3.469703050E-2,3.618489107E-2,-1.554189920E-3,5.015621371E-2
2.447573654E1,-3.540204026E-2,5.611116048E-3,2.000274003E-2,4.104751742E-2
2.448569254E1,-6.572087668E-4,-5.813009441E-3,6.999584913E-2,7.023988823E-2
2.449564854E1,-3.735731263E-3,2.227763582E-2,8.855374217E-2,9.138935386E-2
2.450560454E1,2.316761859E-2,6.568001926E-2,2.553128242E-2,7.417850001E-2
2.451556054E1,1.358101716E-2,4.863005005E-2,2.478283882E-2,5.624513219E-2
2.452551754E1,-3.735888407E-2,3.270004191E-2,1.463283259E-1,1.545217069E-1
2.453547354E1,-6.761519182E-3,-6.919503640E-3,9.139665842E-2,9.190727307E-2
2.454542954E1,1.812271401E-4,2.104010917E-3,9.813323557E-2,9.815595565E-2
2.455538554E1,1.351912804E-2,8.489188682E-3,1.449869746E-1,1.458631412E-1
2.456534154E1,1.736663248E-2,3.095243705E-2,1.247766584E-1,1.297261260E-1
2.457529754E1,-4.038755905E-2,1.692796340E-2,1.702849531E-1,1.758256981E-1
2.458525354E1,2.078648619E-3,2.110890532E-2,7.717915356E-2,8.004079215E-2
2.459520954E1,8.894528635E-3,-1.403158167E-2,1.011299336E-1,1.024854204E-1
2.460516654E1,-6.120646074E-3,-2.450489508E-2,1.473855025E-1,1.495340715E-1
2.461512254E1,4.242483862E-3,-3.012313742E-2,1.095119172E-1,1.136585329E-1
2.462507854E1,-1.658354413E-2,-3.823357271E-2,1.789663142E-1,1.837546234E-1
2.463503454E1,3.141599335E-4,3.770175017E-3,7.298143744E-2,7.307943026E-2
2.464499054E1,2.411801040E-2,2.587180965E-2,8.390637517E-2,9.105662389E-2
2.465494654E1,-9.605805874E-3,1.962521089E-2,1.615942365E-1,1.630647653E-1
2.466490254E1,-1.127754310E-2,-1.457712689E-2,1.419832599E-1,1.431744450E-1
2.467485854E1,1.419797150E-2,-7.929792870E-3,2.193705744E-1,2.199725276E-1
2.468481454E1,-1.828479152E-2,-2.141453197E-2,1.409301764E-1,1.437157973E-1
2.469477154E1,1.691405799E-2,1.256928440E-2,1.846386981E-1,1.858373512E-1
2.470472754E1,-2.006673049E-2,3.162724229E-2,2.235565960E-1,2.266726886E-1
2.471468354E1,-5.402662810E-3,8.624094911E-3,2.030480719E-1,2.033029347E-1
2.472463954E1,4.467199668E-3,-1.913336869E-2,2.263971734E-1,2.272481503E-1
2.473459554E1,-9.684560560E-3,-2.522994982E-2,2.858212566E-1,2.870960324E-1
2.474455154E1,7.566205692E-3,1.559876338E-2,2.242956841E-1,2.249647146E-1
2.475450754E1,-2.539968353E-2,4.246759638E-2,2.741402739E-1,2.785705125E-1
2.476446354E1,-1.410726657E-2,5.199607283E-2,2.382138115E-1,2.442302736E-1
2.477441954E1,3.204237632E-3,3.212515097E-2,3.193427593E-1,3.209705444E-1
2.478437654E1,-1.583413208E-2,-3.492527291E-2,3.019788677E-1,3.044038944E-1
2.479433254E1,-2.836124344E-2,-3.313074416E-2,2.947932243E-1,2.980017642E-1
2.480428854E1,-2.928397061E-2,-3.569030799E-3,3.931346208E-1,3.942399256E-1
2.481424454E1,-1.941105662E-2,-7.321481444E-3,3.419410783E-1,3.425698385E-1
2.482420054E1,-3.503304441E-3,2.134485874E-2,4.031655192E-1,4.037453554E-1
2.483415654E1,3.473134635E-2,1.361200741E-2,3.730792558E-1,3.749395742E-1
2.484411167E1,2.558931604E-2,1.961808460E-2,3.397033489E-1,3.412301973E-1
2.485406767E1,-4.095718749E-3,-2.698672749E-4,4.802616423E-1,4.802791822E-1
2.486402367E1,4.978191499E-3,2.060626404E-2,4.398421794E-1,4.403527487E-1
2.487398067E1,3.267541051E-2,5.350178568E-2,3.408950114E-1,3.466115006E-1
2.488393667E1,7.336574569E-3,6.344300246E-2,4.155867594E-1,4.204654498E-1
2.489389267E1,-1.422017265E-2,2.968649659E-2,5.883281279E-1,5.892482392E-1
2.490384867E1,2.282860799E-2,8.084634449E-3,6.648190641E-1,6.652600204E-1
2.491380467E1,2.817371227E-3,-6.131700967E-3,5.794982475E-1,5.795375348E-1
2.492376067E1,1.415331339E-2,-6.511020809E-3,5.977620256E-1,5.979650064E-1
2.493371667E1,9.338314030E-3,4.747597413E-2,7.288910991E-1,7.304953159E-1
2.494367267E1,-1.226289030E-3,3.948891509E-2,7.083825749E-1,7.094834393E-1
2.495362967E1,1.531268835E-2,3.408031370E-2,8.038857329E-1,8.047535137E-1
2.496358567E1,-1.348134041E-2,4.943692926E-3,7.998435527E-1,7.999724342E-1
2.497354167E1,3.422872335E-2,3.548448600E-2,7.844261992E-1,7.859740557E-1
2.498349767E1,-1.137860857E-2,9.383355863E-3,8.052364397E-1,8.053714944E-1
2.499345367E1,1.397996172E-3,3.411521427E-2,9.026843816E-1,9.033298927E-1
2.500340967E1,-2.159159297E-2,3.682547182E-2,9.169059795E-1,9.178991707E-1
2.501336567E1,-2.074789457E-2,2.612042595E-2,9.148132610E-1,9.154212442E-1
2.502332167E1,1.650362000E-2,9.237778466E-3,9.026878899E-1,9.028860020E-1
2.503327767E1,-2.654416636E-3,4.667137899E-3,9.574722075E-1,9.574872617E-1
2.504323467E1,-7.351612877E-3,9.552102853E-3,9.076282024E-1,9.077082366E-1
2.505319067E1,-1.896305026E-2,2.377912771E-2,9.505836028E-1,9.510700448E-1
2.506314667E1,-2.375515413E-2,3.163603138E-2,9.706372136E-1,9.714431256E-1
2.507310267E1,-8.022818416E-3,5.084020620E-2,9.007314116E-1,9.022007360E-1
2.508305867E1,-2.591517041E-2,-1.255980095E-2,9.216872478E-1,9.221370437E-1
2.509301467E1,1.528902540E-2,-1.238316022E-2,9.327624589E-1,9.329699361E-1
2.510297067E1,-2.339006860E-2,1.056882402E-2,8.904005510E-1,8.907704174E-1
2.511292667E1,-6.767147128E-3,3.725529699E-2,9.170439738E-1,9.178253654E-1
2.512288267E1,8.541082721E-3,3.997242501E-2,8.839615971E-1,8.849061250E-1
2.513283967E1,-1.001211427E-2,3.314090369E-2,8.829090983E-1,8.835875948E-1
2.514279567E1,-1.370223725E-2,1.394330699E-2,8.368014640E-1,8.370297827E-1
2.515275167E1,3.896367067E-2,7.050901540E-3,8.351513797E-1,8.360895346E-1
2.516270767E1,1.594067931E-2,4.365273563E-2,8.676309085E-1,8.688745939E-1
2.517266367E1,-8.909018766E-3,4.427696245E-2,9.090940994E-1,9.102153051E-1
2.518261967E1,-6.204389166E-3,4.792893235E-2,8.704726553E-1,8.718132372E-1
2.519257567E1,1.344282188E-2,5.029855303E-2,8.752626944E-1,8.768098072E-1
2.520253167E1,2.188265640E-2,3.451278839E-2,8.174840176E-1,8.185047967E-1
2.521248867E1,-2.538625320E-2,-2.029733006E-3,8.436795437E-1,8.440638330E-1
2.522244467E1,-1.899084281E-3,-3.311886700E-2,8.538572073E-1,8.545013729E-1
2.523240067E1,-3.960264344E-3,-7.175136600E-3,8.433772427E-1,8.434170616E-1
2.524235667E1,1.839205138E-3,2.993427236E-2,8.992134744E-1,8.997134632E-1
2.525231267E1,1.396249317E-2,5.017201563E-2,7.429378653E-1,7.447609375E-1
2.526226867E1,1.352674769E-2,1.107979758E-2,8.128424978E-1,8.130305413E-1
2.527222467E1,5.212778136E-2,2.396631170E-2,7.879918313E-1,7.900777277E-1
2.528218067E1,1.077638190E-2,4.796518508E-2,7.308101553E-1,7.324617891E-1
2.529213667E1,-1.019383477E-2,4.995309222E-2,7.008712417E-1,7.027230771E-1
2.530209367E1,1.379838740E-2,7.235202122E-2,6.230325222E-1,6.273712889E-1
2.531204967E1,-2.033935692E-2,4.160621015E-2,6.778203481E-1,6.794006112E-1
2.532200567E1,-1.006696846E-2,3.543036271E-2,5.963914382E-1,5.975277417E-1
2.533196167E1,-5.208224617E-3,2.877738247E-2,6.680958438E-1,6.687356128E-1
2.534191767E1,-3.049648214E-2,-5.398514941E-3,6.302257669E-1,6.309862888E-1
2.535187367E1,-3.789081624E-2,-2.057233192E-3,6.633040506E-1,6.643885984E-1
2.536182967E1,-3.895193970E-2,-2.476666762E-2,6.450426114E-1,6.466920534E-1
2.537178567E1,-1.514746796E-2,-2.909143277E-2,5.913037759E-1,5.922127258E-1
2.538174167E1,-1.842305990E-2,-2.129333016E-2,6.413033170E-1,6.419211473E-1
2.539169867E1,-5.517323054E-3,-2.511740919E-2,6.336668533E-1,6.341884626E-1
2.540165467E1,-1.718441863E-3,1.411525168E-2,7.005759573E-1,7.007202475E-1
2.541161067E1,-4.436245970E-3,2.419320194E-2,6.881512088E-1,6.885906457E-1
2.542156667E1,8.870079964E-3,5.260531615E-2,7.715289956E-1,7.733711843E-1
2.543152267E1,2.173444776E-2,6.352957780E-2,6.941399270E-1,6.973798332E-1
2.544147867E1,3.814580966E-2,7.603814252E-2,6.857602823E-1,6.910166906E-1
2.545143467E1,4.206735447E-2,5.522364451E-2,6.528305179E-1,6.565112324E-1
2.546139067E1,2.925192056E-2,3.849645987E-2,6.986399442E-1,7.003109480E-1
2.547134667E1,1.245977702E-2,3.912836116E-2,6.968430948E-1,6.980519848E-1
2.548130367E1,4.157187603E-4,4.895367516E-2,6.841224772E-1,6.858718531E-1
2.549125967E1,-2.268284786E-2,1.775876138E-2,7.011893302E-1,7.017808504E-1
2.550121567E1,-1.512544954E-2,1.420838686E-2,7.428068876E-1,7.430967163E-1
2.551117167E1,-1.341320207E-2,-1.521812791E-2,6.630227995E-1,6.633330521E-1
2.552112767E1,1.448373590E-3,1.924746249E-2,7.230503154E-1,7.233079021E-1
2.553108367E1,2.957594767E-4,-8.394756150E-3,6.200650603E-1,6.201219544E-1
2.554103967E1,-2.102121536E-2,1.327201009E-2,6.892230034E-1,6.896712160E-1
2.555099567E1,5.062427949E-3,-4.719086755E-3,7.152688408E-1,7.153023225E-1
2.556095267E1,2.049065363E-2,1.790633049E-2,7.059916484E-1,7.065158959E-1
2.557090867E1,7.509907968E-3,8.046773728E-3,6.944644475E-1,6.945516670E-1
2.558086467E1,-7.074253857E-3,1.703620998E-2,6.573422295E-1,6.576010068E-1
2.559082067E1,-5.477909166E-3,1.859652121E-2,7.321860051E-1,7.324426149E-1
2.560077667E1,-7.066268753E-3,2.875653349E-2,7.013495439E-1,7.019743964E-1
2.561073267E1,-8.686696663E-3,2.205761606E-2,7.480535942E-1,7.484291396E-1
2.562068867E1,3.723287657E-3,1.474101339E-3,7.327876836E-1,7.327986252E-1
2.563064467E1,1.726854544E-2,1.521313950E-2,7.628774554E-1,7.632245110E-1
2.564060067E1,1.018910218E-2,-1.130760144E-2,7.556935662E-1,7.558468401E-1
2.565055767E1,1.879024677E-2,1.550020125E-2,7.241127545E-1,7.245223328E-1
2.566051367E1,1.075350467E-2,1.477560332E-2,7.289039630E-1,7.291330081E-1
2.567046967E1,-2.991576226E-2,3.000297714E-2,7.113909674E-1,7.126515558E-1
2.568042567E1,-2.346555250E-2,2.813512065E-2,7.711185211E-1,7.719883359E-1
2.569038167E1,-1.585655250E-3,2.407941878E-2,6.723233807E-1,6.727563162E-1
2.570033767E1,-2.732915506E-3,1.984607119E-2,7.341477460E-1,7.344210293E-1
2.571029367E1,-6.756969318E-3,2.586353218E-2,6.935785943E-1,6.940935423E-1
2.572024967E1,-1.121647624E-2,2.272279166E-2,7.104951739E-1,7.109469226E-1
2.573020567E1,2.481466960E-3,2.216405366E-2,7.810003155E-1,7.813186903E-1
2.574016267E1,2.613539116E-2,6.507549025E-3,7.179837030E-1,7.184886949E-1
2.575011867E1,1.197582856E-2,5.665153457E-2,7.100519550E-1,7.124090087E-1
2.576007467E1,2.845573079E-2,1.330610666E-2,6.771186823E-1,6.778469525E-1
2.577003067E1,3.074056685E-2,3.653417084E-2,7.087041718E-1,7.103107286E-1
2.577998667E1,-1.257730605E-2,3.269311661E-2,7.646842450E-1,7.654861351E-1
2.578994267E1,6.607225779E-3,1.080061130E-2,6.295124066E-1,6.296397213E-1
2.579989867E1,-1.116904071E-2,1.781421857E-2,7.438769281E-1,7.441740240E-1
